ems_no,county,company_name,address,process_id,process_name,category,expiry_date
F0801672,新北市,裕邦窯業股份有限公司,新北市鶯歌區尖山里八德路三之三號,M03,堆置場作業程序,操作,117/09/15
F0801681,新北市,宏洲窯業股份有限公司,新北市鶯歌區二橋里中正三路二三○巷一四、一四之一、一六、一八號,M01,陶土／黏土加工處理程序,操作,116/02/27
F0801707,新北市,三洋窯業股份有限公司,新北市鶯歌區尖山里八德路一六號,M01,陶土／黏土加工處理程序,操作,116/06/17
F0801707,新北市,三洋窯業股份有限公司,新北市鶯歌區尖山里八德路一六號,M02,陶瓷製品乾式成型製造程序,操作,116/10/02
F0801743,新北市,富源磁器股份有限公司,新北市鶯歌區永昌里鶯桃路六○、六○之一號,M01,陶土／黏土加工處理程序,操作,119/06/20
F0801743,新北市,富源磁器股份有限公司,新北市鶯歌區永昌里鶯桃路六○、六○之一號,M02,陶瓷製品乾式成型製造程序,操作,117/02/21
F0801805,新北市,忠建工業股份有限公司,新北市鶯歌區大湖里大湖路三三五號,M01,瀝青混凝土製造程序,操作,119/11/16
F0801805,新北市,忠建工業股份有限公司,新北市鶯歌區大湖里大湖路三三五號,M03,堆置場作業程序,操作,115/02/04
F0801878,新北市,弘松窯業股份有限公司,新北市鶯歌區東湖里東湖路三六號,M01,陶土／黏土加工處理程序,操作,117/08/06
F0801878,新北市,弘松窯業股份有限公司,新北市鶯歌區東湖里東湖路三六號,M03,陶瓷製品乾式成型製造程序,操作,117/09/23
F0801896,新北市,益邦石膏股份有限公司,新北市鶯歌區文化路六六七號,M01,廢石膏再利用程序,操作,115/06/01
F0801949,新北市,凱洋企業股份有限公司,新北市鶯歌區二橋里中正三路三三五巷一六號,M01,陶瓷衛浴設備製造程序,操作,118/05/19
F0802133,新北市,張瑞芳企業股份有限公司,新北市鶯歌區南靖里文化路四二七之四、之五號,M01,陶瓷製品乾式成型製造程序,操作,115/01/14
F0802268,新北市,統帥窯業股份有限公司,新北市鶯歌區二甲里甲一街六五號,M01,陶土／黏土加工處理程序,操作,118/10/01
F0802268,新北市,統帥窯業股份有限公司,新北市鶯歌區二甲里甲一街六五號,M03,陶瓷製品乾式成型製造程序,操作,118/08/21
F0802464,新北市,永晟實業股份有限公司,新北市鶯歌區北鶯里中正一路二六九巷三二號,M01,陶瓷製品乾式成型製造程序,操作,115/12/28
F0802464,新北市,永晟實業股份有限公司,新北市鶯歌區北鶯里中正一路二六九巷三二號,M02,陶土／黏土加工處理程序,操作,118/01/12
F0802553,新北市,全泰耐火陶瓷工業股份有限公司,新北市鶯歌區鳳鳴里永和街二○○號,M01,陶土／黏土加工處理程序,操作,116/07/10
F0802553,新北市,全泰耐火陶瓷工業股份有限公司,新北市鶯歌區鳳鳴里永和街二○○號,M02,堆置場作業程序,操作,116/05/16
F0802704,新北市,昆成窯業股份有限公司,新北市鶯歌區北鶯里中正一路三○一之一號,M01,工業用陶瓷製品製造程序,操作,119/05/10
F0802740,新北市,承元窯業股份有限公司,新北市鶯歌區東湖路二五號一樓,M01,耐火磚製造程序,操作,116/07/24
F0802811,新北市,宏昌橡膠工業有限公司,新北市鶯歌區鳳鳴里福安街三四號,M01,其他橡膠製品製造程序,操作,119/07/25
F0802857,新北市,華泰窯業股份有限公司,新北市鶯歌區東湖里東湖路一四之一號,M02,陶土／黏土加工處理程序,操作,115/04/05
F0802857,新北市,華泰窯業股份有限公司,新北市鶯歌區東湖里東湖路一四之一號,M03,陶瓷製品乾式成型製造程序,操作,115/01/25
F0802866,新北市,隆昌窯業股份有限公司二廠,新北市鶯歌區永昌里鶯桃路四一號,M01,陶瓷衛浴設備製造程序,操作,119/11/01
F0802884,新北市,元泰窯業股份有限公司,新北市鶯歌區八德路三之三號一樓,M01,陶瓷製品乾式成型製造程序,操作,115/06/01
F0802946,新北市,同欣電子工業股份有限公司台北工廠,新北市鶯歌區鳳祥里鶯桃路三六五巷五五號,M01,印刷電路板製造程序,操作,118/07/02
F0802946,新北市,同欣電子工業股份有限公司台北工廠,新北市鶯歌區鳳祥里鶯桃路三六五巷五五號,M02,印刷電路板製造程序,操作,118/08/12
F0803023,新北市,良和造漆股份有限公司二廠,新北市鶯歌區二橋里中正三路二四七巷七一號,M01,油漆化學製造程序,操作,119/10/02
F0803149,新北市,長鼎工業股份有限公司鶯歌廠,新北市鶯歌區永吉里德昌街二○一號,M01,堆置場作業程序,操作,116/09/22
F0803201,新北市,營億膠業有限公司鶯歌廠,新北市鶯歌區中湖里大湖路一八五巷九弄六號,M01,其他橡膠製品製造程序,操作,117/11/25
F0807870,新北市,台灣砂輪工業股份有限公司,新北市鶯歌區中湖里大湖路五六巷一六號,M01,工業用陶瓷製品製造程序,操作,115/11/23
F0808055,新北市,訢成企業股份有限公司,新北市鶯歌區西湖街二八九巷一二號,M01,鍋爐蒸氣產生程序,操作,116/07/23
F0808055,新北市,訢成企業股份有限公司,新北市鶯歌區西湖街二八九巷一二號,M03,印染整理程序,操作,117/10/22
F0808144,新北市,建輻慶企業股份有限公司,新北市鶯歌區中湖里大湖路二一二號,M01,金屬表面塗裝程序,操作,115/05/11
F0808251,新北市,優加力實業有限公司鶯歌廠,新北市鶯歌區東湖里東湖路二四之一號,M01,陶瓷製品乾式成型製造程序,操作,116/06/05
F0813770,新北市,鑫翔益興業股份有限公司,新北市鶯歌區鶯桃路二一五號,M01,鍋爐蒸氣產生程序,操作,115/12/03
F0813770,新北市,鑫翔益興業股份有限公司,新北市鶯歌區鶯桃路二一五號,M02,印染整理程序,操作,116/09/13
F0813805,新北市,福鑫興業有限公司,新北市鶯歌區二橋里中正三路二三○巷一○號,M01,印染整理程序,操作,117/10/22
F0813805,新北市,福鑫興業有限公司,新北市鶯歌區二橋里中正三路二三○巷一○號,M04,鍋爐蒸氣產生程序,操作,119/05/10
F0813850,新北市,全民企業社,新北市鶯歌區尖山里尖山堆段三五四、五八○地號,M01,堆置場作業程序,操作,115/02/03
F0814419,新北市,廉大塑膠有限公司鶯歌廠,新北市鶯歌區中湖里大湖路一九三號,M01,押出成型程序,操作,116/06/21
F0814491,新北市,長惟工業營建剩餘土石方資源處理場,新北市鶯歌區橋子頭三段○二七四之○○○○地號,M01,堆置場作業程序,操作,116/04/27
F0814599,新北市,友勵企業有限公司永昌廠,新北市鶯歌區永昌里永昌街八六號,M01,印刷電路板製造程序,操作,119/01/13
F0814777,新北市,陽光城市開發股份有限公司鶯歌廠,新北市鶯歌區二橋里中正三路一五六巷二二號,M01,堆置場作業程序,操作,115/12/14
F0814928,新北市,金品金屬工業股份有限公司一廠,新北市鶯歌區永吉里德昌二街七二號,M01,灰鐵鑄造程序,操作,117/03/30
F08A1395,新北市,環菖企業有限公司鶯歌廠,新北市鶯歌區鳳鳴里鳳鳴路三○號,M01,押出成型程序,操作,116/02/20
F08A2066,新北市,台富水泥製品股份有限公司鶯歌廠,新北市鶯歌區東湖里東湖路一四號,M01,水泥製品製造程序,操作,118/01/22
F08A3262,新北市,隆池工業股份有限公司,新北市鶯歌區二橋里中正三路一五六巷五七號,M01,工業用陶瓷製品製造程序,操作,116/04/24
F08A3321,新北市,愛味香食品股份有限公司,新北市鶯歌區二橋里中正三路四九一巷七號,M01,調理食品製造程序,操作,119/04/29
F08A4399,新北市,裕益磁磚企業有限公司,新北市鶯歌區中湖里大湖路八五巷六號一樓,M01,陶瓷製品乾式成型製造程序,操作,115/09/13
F08A4517,新北市,保技鋁業股份有限公司,新北市鶯歌區二橋里中正三路二三八巷五九號一、二、三樓,M01,鋁鑄造製造程序,操作,117/11/30
F08A5822,新北市,鑫達興業有限公司,新北市鶯歌區建德里中正一路阿四巷八號,M01,其他耐火材料製造程序,操作,116/08/04
F08A5892,新北市,金元福包裝企業股份有限公司,新北市鶯歌區建國路三九九號一至三樓,M01,押出成型程序,操作,119/08/30
F08A6345,新北市,世大化成股份有限公司鶯歌廠,新北市鶯歌區尖山里八德路五六號、五六號三樓、五八號、六○號,M01,其他合成樹脂或塑膠製造程序,操作,119/01/05
F08A6692,新北市,龍達砂輪有限公司鶯歌廠,新北市鶯歌區中湖里大湖路一八五巷九弄九之一號,M01,工業及研磨材料製造程序,操作,116/05/09
F08A6850,新北市,鋇泰電子陶瓷股份有限公司鶯歌二廠,新北市鶯歌區永昌里永昌街一○五號一樓,M01,電阻製造程序,操作,115/02/08
F08A7907,新北市,中國砂輪企業股份有限公司大湖廠,新北市鶯歌區中湖里里大湖路余厝巷二號,M01,其他陶瓷製品製造程序,設置,115/12/13
F08A8074,新北市,永猷股份有限公司二廠,新北市鶯歌區鳳鳴里鶯桃路六五八巷四九號,M01,不織布製造程序,操作,116/08/08
F08A8183,新北市,馥華食品有限公司,新北市鶯歌區南靖里環河路七五號一至三樓、七七號一樓,M01,其他食品製造程序,操作,117/03/13
F08A8222,新北市,毅慶生技開發有限公司鶯歌廠,新北市鶯歌區二橋里中正三路一五六巷三三弄一五、一六號,M01,其他食品製造程序,操作,117/04/30
F08A8391,新北市,德隆國際事業有限公司鶯歌廠,新北市鶯歌區永昌里建國路四○五巷一六號一、三、四樓,M01,其他食品製造程序,操作,118/06/24
F08A8638,新北市,大磬企業股份有限公司,新北市鶯歌區鳳祥里鶯桃路六五八巷一六號(右棟),M01,冷凍食品製造程序,操作,117/11/27
F08A9359,新北市,田原塑膠股份有限公司鶯歌廠,新北市鶯歌區永昌里鶯桃路六七巷一八號,M01,凹版印刷作業程序,設置,117/10/22
F08A9399,新北市,元記實業營建剩餘土石方處理場,新北市鶯歌區東湖段四一二、四一三、四一九、四二○(部分)、四九○(部分)、四九一(部分)、四九二、四九三、四九四(部分)、四九五(部分)、四九六(部分)地號等一一筆土地,M01,堆置場作業程序,操作,119/08/21
F08A9408,新北市,永順安實業股份有限公司三廠,新北市鶯歌區中湖里西湖街二七九巷二○號,M01,陶瓷製品乾式成型製造程序,操作,118/11/07
F08A9676,新北市,元記實業股份有限公司,新北市鶯歌區中湖里中湖街二五八巷八號,M01,衍生燃料製造程序,設置,118/06/20
F08A9874,新北市,百軒食品有限公司,新北市鶯歌區永吉里鶯桃路二一七號一樓,M01,飼料製造程序,操作,119/03/13
