ems_no,county,company_name,address,process_id,process_name,category,expiry_date
F0704212,新北市,成功瀝青工業股份有限公司第二廠,新北市樹林區北園里西圳街二段六○號,M02,堆置場作業程序,操作,119/08/17
F0704347,新北市,天強企業股份有限公司,新北市樹林區三龍里三龍街二四巷二號,M01,印刷電路板製造程序,操作,117/03/12
F0704525,新北市,龍懋電子股份有限公司樹林廠,新北市樹林區三多里三龍街二○號,M01,印刷電路板製造程序,操作,119/02/05
F0704687,新北市,永麗企業社,新北市樹林區圳民里中正路二二○巷一五號,M01,金屬表面清洗程序,操作,118/10/17
F0704776,新北市,協灃企業股份有限公司,新北市樹林區金寮里武林街一○之三號,M01,印染整理程序,操作,119/10/20
F0704874,新北市,百為實業有限公司,新北市樹林區三龍里三俊街八一巷四二號,M01,印刷電路板製造程序,操作,114/12/31
F0705040,新北市,訢合企業股份有限公司,新北市樹林區柑園里佳園路三段三三號,M01,鍋爐蒸氣產生程序,操作,116/01/27
F0705040,新北市,訢合企業股份有限公司,新北市樹林區柑園里佳園路三段三三號,M03,印染整理程序,操作,116/04/25
F0705246,新北市,亞利預鑄工業股份有限公司樹林預鑄廠,新北市樹林區北園里佳園路二段三之一號,M01,水泥製品製造程序,操作,119/06/27
F0705246,新北市,亞利預鑄工業股份有限公司樹林預鑄廠,新北市樹林區北園里佳園路二段三之一號,M02,鍋爐蒸氣產生程序,操作,115/03/14
F0705639,新北市,連強紡織有限公司,新北市樹林區三龍里三龍街三八號,M01,印染整理程序,操作,116/03/19
F0705639,新北市,連強紡織有限公司,新北市樹林區三龍里三龍街三八號,M02,鍋爐蒸氣產生程序,操作,118/11/27
F0706001,新北市,金協昌科技股份有限公司,新北市樹林區坡內里備內街五二之一號,M01,印刷電路板製造程序,操作,115/11/13
F0706074,新北市,柏凱實業股份有限公司,新北市樹林區金寮里樹潭街一○之五號及一○號,M01,鍋爐蒸氣產生程序,操作,115/10/25
F0706074,新北市,柏凱實業股份有限公司,新北市樹林區金寮里樹潭街一○之五號及一○號,M02,印染整理程序,操作,117/01/30
F0706172,新北市,加金企業股份有限公司,新北市樹林區東興街一六巷三○號,M01,其他橡膠製品製造程序,操作,115/05/21
F0706252,新北市,順昶塑膠股份有限公司樹林廠,新北市樹林區北園里西圳街一段一一一號,M01,塑膠膜袋製造程序,操作,116/09/13
F0706252,新北市,順昶塑膠股份有限公司樹林廠,新北市樹林區北園里西圳街一段一一一號,M02,凹版印刷作業程序,操作,119/09/01
F0707491,新北市,台盟電子股份有限公司,新北市樹林區三龍里三龍街一五五號,M01,印刷電路板製造程序,操作,115/11/09
F0708925,新北市,力基實業股份有限公司,新北市樹林區圳生里三俊街二五二巷三三號,M01,鋁鑄造製造程序,操作,116/12/20
F0709226,新北市,太甫實業有限公司,新北市樹林區金寮里樹潭街一○之六號,M01,其他合成樹脂或塑膠製造程序,操作,116/10/17
F0709280,新北市,弘和泡綿興業有限公司樹林廠,新北市樹林區光興里光興街九一號,M01,其他合成樹脂或塑膠製造程序,操作,118/09/15
F0709566,新北市,秦強達金屬工業有限公司,新北市樹林區圳生里三俊街一九九巷一○之一三號,M01,金屬表面清洗程序,操作,116/06/27
F0709637,新北市,興磊營建剩餘土石方資源處理場,新北市樹林區北園段三一、三二、三三、四○、四三、四五、四六、六二、六三、六四、六五、六八、七一、七二地號,M01,堆置場作業程序,操作,115/01/12
F0709977,新北市,晉利實業有限公司樹林廠,新北市樹林區潭底里大安路一四五巷八號一樓,M01,塗料製造程序,操作,117/02/14
F0710201,新北市,樹林聯安營建廢棄物資源再利用處理場,新北市樹林區圳生段一七八、一七九、一八○、一八一及二一五號,M01,堆置場作業程序,操作,116/12/10
F0712063,新北市,德資股份有限公司樹林廠,新北市樹林區獇寮里保安街二段四五巷二九號,M01,印刷油墨化學原料製造程序,操作,117/12/09
F0712376,新北市,大于企業股份有限公司,新北市樹林區獇寮里保安街二段三三九號之一,M01,其他電線及電纜（含光纖電纜）製造程序,操作,115/02/22
F0714996,新北市,銓鋁工業股份有限公司,新北市樹林區圳民里俊英街一一一巷一四號,M01,鋁鑄造製造程序,操作,116/09/25
F0718976,新北市,帝盟科技股份有限公司,新北市樹林區圳生里三俊街一九九巷二九、二九之一號,M01,印刷電路板製造程序,操作,117/09/30
F0720047,新北市,台灣華洪企業股份有限公司,新北市樹林區金寮里樹潭街一○之一○號一樓,M02,膠帶業製造,操作,117/04/22
F0720207,新北市,樹林彭福段彭厝小段營建剩餘土石方資源處理場,新北市樹林區彭福段彭厝小段一二九之五地號,M01,堆置場作業程序,操作,115/03/12
F0720243,新北市,群鋒工業有限公司樹林廠,新北市樹林區圳生里俊安街二四巷一○弄一一號,M01,金屬電鍍處理程序,操作,118/03/25
F0720369,新北市,泓洸企業有限公司,新北市樹林區圳生里三俊街二五二巷一○號,M01,金屬電鍍處理程序,操作,118/02/06
F0720609,新北市,呈錩工業有限公司樹林廠,新北市樹林區金寮里武林街一六之三號一樓、二樓,M01,金屬電鍍處理程序,操作,115/07/27
F0720805,新北市,北旭百企業有限公司三俊廠,新北市樹林區圳生里三俊街一九九巷二○弄一七號(一、二、三樓及夾層)及一七之一號(一、二、三樓),M01,印刷電路板製造程序,操作,119/09/27
F0721366,新北市,新日興股份有限公司樹林廠,新北市樹林區圳安里俊英街一九四號一至四樓,M01,其他金屬熱處理程序,操作,116/03/21
F0721482,新北市,笙富科技有限公司,新北市樹林區三多里俊興街二一一巷七弄四二號一樓,M01,印刷電路板製造程序,操作,119/07/01
F0721651,新北市,立行環保有限公司樹林廠,新北市樹林區圳安里俊英街一○四號,M01,事業廢棄物再利用或處理程序,操作,115/12/25
F0721660,新北市,嘉聯益科技股份有限公司樹林廠,新北市樹林區樹東里博愛街二四八號、二四八號四樓、二四八號六樓、二四八號八樓,M01,印刷電路板製造程序,操作,118/01/07
F0724223,新北市,長聯富企業有限公司樹林廠,新北市樹林區東豐段四七七、四七七之一、四七九及四八六地號等四筆土地,M01,堆置場作業程序,操作,116/04/30
F0724269,新北市,日益茂工業股份有限公司,新北市樹林區金寮里樹潭街一之二、一之三號,M01,金屬電鍍處理程序,操作,118/01/01
F0725257,新北市,遠嘉土石方資源堆置處理場,新北市樹林區中華段四五八地號、四六○之一地號、東山段六九一地號,M01,堆置場作業程序,操作,117/06/14
F0725444,新北市,新北市政府環境保護局樹林飛灰固化廠,新北市樹林區中山路三段二一四號,M01,廢棄物固化處理程序,操作,116/10/15
F0725668,新北市,大漢混凝土股份有限公司,新北市樹林區彭厝里八德街二二八號,M01,混凝土拌合程序,操作,119/08/04
F0795268,新北市,泰藝電子股份有限公司樹林廠,新北市樹林區金寮里樹潭街五號,M01,其他被動電子元件製造程序,操作,118/10/02
F07A0708,新北市,德勝家畜屠宰場,新北市樹林區柑園街一段一之一號,M01,屠宰作業程序,操作,119/08/19
F07A0986,新北市,偉貿股份有限公司二廠,新北市樹林區圳民里中正路二二二號,M01,印染整理程序,操作,117/05/13
F07A1172,新北市,魔術食品工業股份有限公司二廠,新北市樹林區金寮里武林街九之一號,M01,其他食品製造程序,操作,119/01/14
F07A1211,新北市,龍榕金屬有限公司,新北市樹林區金寮里樹潭街一之五號一樓,M01,其他基本金屬鑄造製造程序,操作,117/11/21
F07A1231,新北市,榮興橡膠工業有限公司樹林廠,新北市樹林區三龍里三龍街一一六號一樓,M01,其他橡膠製品製造程序,操作,119/03/23
F07A1261,新北市,美正紙器股份有限公司樹林廠,新北市樹林區金寮里樹潭街一二之一號,M01,平版印刷作業程序,操作,118/01/11
F07A1508,新北市,煌輝食品企業有限公司,新北市樹林區中正路二六四巷一號,M01,其他食品製造程序,操作,116/01/25
F07A2100,新北市,凱將電子有限公司,新北市樹林區三龍街二四巷一號一樓,M01,印刷電路板製造程序,操作,115/09/03
F07A2754,新北市,濟展塑膠工業有限公司,新北市樹林區東山里東順街五七巷一七號一、二樓,M01,押出成型程序,操作,117/05/28
F07A2764,新北市,濟展塑膠工業有限公司樹林二廠,新北市樹林區東順街五七巷一三號(一之二樓)、一五號(一之二樓),M01,押出成型程序,操作,117/05/28
F07A2972,新北市,香港商卡秀萬輝高新材料有限公司台灣分公司,新北市樹林區東山里東順街七○號一樓,M01,油漆化學製造程序,操作,117/06/10
F07A3178,新北市,橡技工業股份有限公司樹林二廠,新北市樹林區工興街一八之一、一八之二、一八之三號,M01,其他橡膠製品製造程序,操作,118/03/10
F07A3346,新北市,瑋鋒科技股份有限公司,新北市樹林區樹東里博愛街二四○號一至四樓,M01,工業用膠製造程序,操作,118/08/31
F07A3594,新北市,邦協發展企業有限公司,新北市樹林區東園里田尾街一九三巷二一之二號,M01,押出成型程序,操作,115/01/28
F07A3722,新北市,雙翼食品有限公司,新北市樹林區三福里忠愛街一號(一樓)及三號(一、二樓),M01,其他食品製造程序,操作,119/05/19
F07A4116,新北市,鴻騰電子股份有限公司,新北市樹林區三多里三俊街一五四號一樓,M01,其他金屬表面處理程序,操作,115/10/09
F07A4512,新北市,金奕科技有限公司,新北市樹林區鎮前街二六九巷二九弄一六號(一、二、三樓),M01,印刷電路板製造程序,操作,118/05/09
F07A5491,新北市,聯賓塑膠股份有限公司二廠,新北市樹林區金寮里樹潭街四號一至五樓,M01,塑膠膜袋製造程序,操作,117/04/26
F07A5491,新北市,聯賓塑膠股份有限公司二廠,新北市樹林區金寮里樹潭街四號一至五樓,M02,凹版印刷作業程序,操作,119/12/06
F07A6449,新北市,定慶企業股份有限公司,新北市樹林區金寮里武林街四號、四之一號、四之三號,M01,印染整理程序,操作,116/01/24
F07A6449,新北市,定慶企業股份有限公司,新北市樹林區金寮里武林街四號、四之一號、四之三號,M02,熱媒加熱程序,操作,118/12/31
F07A6637,新北市,聲嘉企業股份有限公司樹林廠,新北市樹林區東山里東大街二四號,M01,印刷電路板製造程序,操作,115/08/01
F07A7150,新北市,全盛美食有限公司,新北市樹林區三多里保安街三段一巷一號,M01,其他食品製造程序,設置,118/12/08
F07A7180,新北市,大廣企業股份有限公司二廠,新北市樹林區樹潭街八號(一、二樓),M01,印染整理程序,操作,118/09/08
F07A7180,新北市,大廣企業股份有限公司二廠,新北市樹林區樹潭街八號(一、二樓),M02,熱媒加熱程序,操作,119/04/20
F07A7180,新北市,大廣企業股份有限公司二廠,新北市樹林區樹潭街八號(一、二樓),M03,鍋爐蒸氣產生程序,操作,117/12/17
F07A7249,新北市,建美食品有限公司樹林廠,新北市樹林區圳民里俊英街二一九巷四五弄八之一號,M01,其他食品製造程序,操作,119/09/20
F07A8504,新北市,玉梃有限公司,新北市樹林區北園里西圳街一段二二之二號,M01,押出成型程序,操作,119/07/27
F07A8514,新北市,好滿鎰有限公司,新北市樹林區北園里民權街五巷二號,M01,鍋爐蒸氣產生程序,操作,118/10/21
F07A8683,新北市,台味開發有限公司,新北市樹林區南園里佳園路三段一○一巷六二弄五二之一五號,M01,其他食品製造程序,操作,119/08/09
F07A9681,新北市,燊宏實業有限公司二廠,新北市樹林區三龍里三俊街八一巷三二弄一號一、二樓,M01,印刷電路板製造程序,操作,117/12/26
F07B0547,新北市,久翔食品股份有限公司,新北市樹林區金寮里武林街一六號之一(一至二樓)、一六之二號一樓,M01,其他食品製造程序,操作,119/07/01
F07B2375,新北市,世芳預拌混凝土有限公司,新北市樹林區中正路二○五號,M01,混凝土拌合程序,操作,118/07/17
F07B3670,新北市,富資橡膠工業有限公司,新北市樹林區北園里西圳街二段四二巷一二號,M01,其他橡膠製品製造程序,操作,116/01/17
F07B3729,新北市,益順橡膠企業社,新北市樹林區北園里西圳街二段四二巷一二之一號,M01,其他橡膠製品製造程序,操作,116/01/09
F07B3739,新北市,宏開橡膠工業有限公司樹林廠,新北市樹林區北園里民權街五巷二九號,M01,其他橡膠製品製造程序,操作,118/12/03
F07B3749,新北市,偉勝橡膠實業有限公司,新北市樹林區北園里西圳街二段三四號,M01,其他橡膠製品製造程序,操作,117/12/19
F07B3759,新北市,長庚國際能源股份有限公司樹林廠,新北市樹林區東山里味王街五五號一、二樓,M01,其他電池製造程序,設置,119/05/11
F07B3868,新北市,廣德隆食品股份有限公司,新北市樹林區東園里柑園街一段一九二號,M01,其他食品製造程序,操作,119/09/09
F07B3907,新北市,源彰企業有限公司,新北市樹林區柑園里柑園街二段三七八巷一四號,M01,工業用橡膠製品製造程序,操作,119/10/03
F07B3967,新北市,岳騰興業股份有限公司,新北市樹林區彭厝里八德街二二六號,M01,塗料製造程序,操作,117/02/21
F07B4024,新北市,僑營橡膠工業股份有限公司,新北市樹林區南園里佳園路三段九九巷一一號一樓,M01,其他橡膠製品製造程序,操作,119/10/26
F07B4183,新北市,吉米地食品有限公司樹林廠,新北市樹林區三龍里三龍街一二四號一樓,M01,其他食品製造程序,設置,118/06/12
F07B4896,新北市,台箔科技股份有限公司,新北市樹林區寶園街八之二號,M01,凹版印刷作業程序,操作,116/10/19
F07B4965,新北市,鋒美食品實業有限公司,新北市樹林區彭厝里東豐街四九巷二二弄二三號,M01,其他食品製造程序,操作,116/02/28
F07B5042,新北市,喬彤企業有限公司,新北市樹林區東園里柑園街一段六五巷五三號一樓,M01,押出成型程序,操作,116/07/05
F07B5092,新北市,台灣大車隊股份有限公司樹林廠,新北市樹林區金寮里武林街一八號,M01,織物乾洗作業程序,操作,116/09/05
F07B5230,新北市,御瀧食品企業有限公司,新北市樹林區三俊街一三五巷二四號一樓,M01,其他食品製造程序,操作,117/02/08
F07B5260,新北市,南亞電路板股份有限公司樹林一廠,新北市樹林區東山里味王街五七號,M01,印刷電路板製造程序,操作,117/01/12
F07B5755,新北市,巍巍有限公司,新北市樹林區東山里東順街六○巷六號一樓,M01,塗料製造程序,操作,117/01/12
F07B5943,新北市,昱豐科技紡織有限公司,新北市樹林區金寮里樹潭街一○之九號、一○之一一號,M01,印染整理程序,操作,116/07/19
F07B6070,新北市,四季齋食品有限公司樹林廠,新北市樹林區中山路二段一五一巷一四弄二三號,M01,其他食品製造程序,操作,117/02/29
F07B6218,新北市,焌峰工業有限公司,新北市樹林區北園里佳園路二段一五巷一三號,M01,鋁鑄造製造程序,操作,116/08/29
F07B6298,新北市,永新圖染工業股份有限公司樹林廠,新北市樹林區東山里味王街一號一樓,M01,凹版印刷作業程序,操作,116/12/11
F07B6377,新北市,尚質實業有限公司三龍廠,新北市樹林區三龍里三龍街四五巷一號,M01,印刷電路板製造程序,設置,118/03/07
F07B6515,新北市,賽門鄧普拉食品有限公司,新北市樹林區圳生里俊興街二二四巷一、三號一樓,M01,其他食品製造程序,操作,117/11/15
F07B6575,新北市,中昱工程有限公司,新北市樹林區中正路四三三之二號,M01,混凝土拌合程序,設置,117/01/30
F07B6713,新北市,鴻宇塗料有限公司,新北市樹林區三多里俊興街二一一巷一九號,M01,印刷油墨化學原料製造程序,操作,118/01/11
F07B6812,新北市,鑫誠工業有限公司,新北市樹林區三多里三俊街九○巷五六弄一號,M01,金屬電鍍處理程序,操作,118/11/25
F07B7018,新北市,冠福印染股份有限公司,新北市樹林區三多里中正路五五六巷六號,M01,凹版印刷作業程序,操作,117/12/21
F07B7216,新北市,丹鐠實業有限公司,新北市樹林區圳生里俊安街二四巷一○弄八號一樓,M01,其他食品製造程序,操作,118/02/25
F07B7484,新北市,𨥭晟實業股份有限公司,新北市樹林區彭厝里東豐街七三號,M01,鋅合金壓鑄件製造程序,操作,118/11/24
F07B7494,新北市,大于企業股份有限公司俊安廠,新北市樹林區圳生里俊安街三號,M01,其他電線及電纜（含光纖電纜）製造程序,設置,118/12/22
F07B7622,新北市,幸孚預拌混凝土廠股份有限公司樹林廠,新北市樹林區三角埔段○四七○之○○○一地號,M01,混凝土拌合程序,設置,118/07/30
F07B8373,新北市,壹葉企業有限公司,新北市樹林區東順街七二號,M01,油漆化學製造程序,設置,119/11/02
F07B8749,新北市,鈞唯金屬有限公司,新北市樹林區三多里中正路五○八號,M01,鋁鑄造製造程序,設置,119/07/30
F0900045,新北市,東周化學工業股份有限公司,新北市三峽區添福里添福五九之三號,M01,油漆化學製造程序,操作,117/10/12
F0900125,新北市,合興電線電纜股份有限公司,新北市三峽區溪北里介壽路三段一二四、一二四之二號一、二、三樓,M02,金屬線製品製造程序,操作,116/06/20
F0900198,新北市,榮達鑄造有限公司,新北市三峽區二鬮里中正路三段一七六號,M01,灰鐵鑄造程序,操作,117/10/28
F0900385,新北市,福華電子股份有限公司三峽廠,新北市三峽區中正里中正路一段三九三號,M01,其他被動電子元件製造程序,操作,120/01/16
F0900410,新北市,大同股份有限公司三峽廠,新北市三峽區溪東里溪東路三五二號,M01,灰鐵鑄造程序,操作,116/03/13
F0900410,新北市,大同股份有限公司三峽廠,新北市三峽區溪東里溪東路三五二號,M41,鋁鑄造製造程序,操作,118/06/10
F0900410,新北市,大同股份有限公司三峽廠,新北市三峽區溪東里溪東路三五二號,M42,金屬噴磨（噴砂）處理程序,操作,118/06/10
F0900410,新北市,大同股份有限公司三峽廠,新北市三峽區溪東里溪東路三五二號,M59,金屬表面塗裝程序,操作,119/03/02
F0900410,新北市,大同股份有限公司三峽廠,新北市三峽區溪東里溪東路三五二號,M61,金屬表面塗裝程序,操作,116/01/03
F0900410,新北市,大同股份有限公司三峽廠,新北市三峽區溪東里溪東路三五二號,M65,鋁鑄造製造程序,操作,116/10/30
F0900429,新北市,承德油脂股份有限公司,新北市三峽區添福里添福一二、一二之一號,M04,其他酯類化學製造程序,操作及燃料,119/08/18
F0900670,新北市,德侑股份有限公司,新北市三峽區溪東路三三八巷一、三六號,M02,布疋貼合加工程序,操作,116/01/14
F0900670,新北市,德侑股份有限公司,新北市三峽區溪東路三三八巷一、三六號,M03,印染整理程序,操作,117/09/10
F0900741,新北市,國家中山科學研究院系統製造中心,新北市三峽區中正路三段一號,M02,鍋爐蒸氣產生程序,操作,117/03/03
F0900929,新北市,銀隆化工股份有限公司三峽廠,新北市三峽區成福里成福路一○五巷九號,M01,界面活性劑化學製造程序,操作,118/03/10
F0900983,新北市,裕成工業股份有限公司第一工廠,新北市三峽區介壽路三段二三五巷五號,M01,混凝土拌合程序,操作,119/03/07
F0901159,新北市,松益化工股份有限公司,新北市三峽區添福里添福四八之一號,M01,鍋爐蒸氣產生程序,操作,117/10/13
F0901159,新北市,松益化工股份有限公司,新北市三峽區添福里添福四八之一號,M02,其他基本化學材料製造程序,操作,119/02/17
F0901355,新北市,合興預拌混凝土股份有限公司預拌廠,新北市三峽區二鬮里中正路三段一九六號,M01,混凝土拌合程序,操作,117/05/08
F0901355,新北市,合興預拌混凝土股份有限公司預拌廠,新北市三峽區二鬮里中正路三段一九六號,M02,堆置場作業程序,操作,119/09/19
F0901613,新北市,富吉炭素股份有限公司,新北市三峽區中正里正義街一五一號,M01,粉末冶金程序,操作,117/12/16
F0901828,新北市,共益水泥製品廠,新北市三峽區溪北里介壽路三段一五四號,M01,水泥製品製造程序,操作,119/08/01
F0901908,新北市,永明水泥製品廠股份有限公司,新北市三峽區龍福段二二六之一地號,M03,混凝土拌合程序,操作,118/10/01
F0902012,新北市,蘭陽開發工業股份有限公司,新北市三峽區嘉添里白雞五五之一號,M03,鍋爐蒸氣產生程序,操作及燃料,114/12/21
F0902183,新北市,鈜源精密工業股份有限公司,新北市三峽區添福里添福五九號之五,M01,鋅合金壓鑄件製造程序,操作,117/09/04
F0902843,新北市,美盛堂化工有限公司,新北市三峽區嘉添里白雞六四之一一號,M01,皂膏製造程序,操作,116/11/06
F0905139,新北市,強志實業有限公司,新北市三峽區成福里成福路一○五巷一七號,M01,其他合成樹脂或塑膠製造程序,操作,117/01/04
F0905460,新北市,裕成工業股份有限公司第三工廠,新北市三峽區溪北里溪北段一○七三、一○七五、一○八○、一○八五地號（聯絡地址：新北市三峽區介壽路三段二三五巷七號,M01,堆置場作業程序,操作,117/06/20
F0905568,新北市,海山精密工業股份有限公司三峽廠,新北市三峽區添福里添福五九之六號,M01,鋼鑄造程序,操作,117/03/01
F0905602,新北市,捷美企業有限公司二廠,新北市三峽區溪東里溪東路三一五巷三弄一九號一樓,M01,印刷油墨化學原料製造程序,操作,116/09/19
F0905611,新北市,嘉聖金屬有限公司三峽廠,新北市三峽區二鬮里中正路三段一七六號,M01,灰鐵鑄造程序,操作,115/05/11
F0905719,新北市,亞暉企業股份有限公司,新北市三峽區龍埔里三樹路二七四號、二七六號、二七八號,M01,工業用橡膠製品製造程序,操作,115/03/24
F09A0362,新北市,全新包裝工業股份有限公司,新北市三峽區大埔里大埔路三三巷七號,M01,膠帶業製造,操作,119/03/09
F09A0401,新北市,磬豐國際股份有限公司三峽廠,新北市三峽區溪北里介壽路三段二三三巷二之一號,M01,混凝土拌合程序,操作,118/12/02
F09A1459,新北市,兆鴻印刷科技有限公司三峽廠,新北市三峽區添福里添福一四之三八號,M01,平版印刷作業程序,操作,119/07/21
F09A1528,新北市,岳峰精密化學股份有限公司橫溪廠,新北市三峽區成福路一○五巷三六號一樓,M01,塗料製造程序,操作,116/09/01
F09A1677,新北市,聯佶實業股份有限公司三峽廠,新北市三峽區成福里成福段小暗坑小段六三四地號,M01,混凝土拌合程序,操作,119/05/03
F09A2021,新北市,廣鑫科技股份有限公司,新北市三峽區添福里添福五九之三號二樓,M01,印刷油墨化學原料製造程序,操作,118/07/16
F09A3148,新北市,宗記營建剩餘土石方資源處理場,新北市三峽區溪北段○八八三、○八八四、○八九八、○九○二、○九一三、○九一四、○九一七、○九一八、○九一九、○九二八、○九二九、○九三○、○九三一、○九三二、○九三三、○九三四、○九三五、○九三六、○九三七、○九三八及○九三九地號等二一筆土地,M01,堆置場作業程序,操作,115/10/04
F09A3257,新北市,協利泡綿有限公司,新北市三峽區竹崙里紫新路二六巷一一號,M01,其他合成樹脂或塑膠製造程序,操作,117/06/19
F09A3663,新北市,泉碩科技股份有限公司,新北市三峽區添福七號,M01,其他塑膠製品製造程序,操作,115/03/16
F09A5352,新北市,一禾泰興業有限公司,新北市三峽區成福里成福路一○五巷二九號,M01,動物油處理製造程序,操作,116/06/12
F09A5659,新北市,寰冠科技股份有限公司,新北市三峽區安坑里安坑七○之二號,M01,混凝土拌合程序,操作,118/12/21
F09A8089,新北市,永瀚金屬有限公司,新北市三峽區大埔里中園街一○四之五號一樓,M01,其他基本金屬鑄造製造程序,操作,119/06/21
F09A9304,新北市,欣鉅興科技股份有限公司,新北市三峽區介壽里介壽路一段四一二巷一九號一、二、三樓,M01,印刷電路板製造程序,操作,117/08/10
F09A9780,新北市,聯雅工業股份有限公司,新北市三峽區溪北里橫溪路九七號、九七之一號一樓,M01,其他橡膠製品製造程序,操作,117/07/12
F09A9839,新北市,新北市有機廢棄物集中處理再利用廠,新北市三峽區山員潭子段六一之九地號,M01,廢棄物熱處理（焚化處理除外）程序,操作,119/01/02
F09A9928,新北市,東徽有限公司,新北市三峽區成福里成福路一○五巷一○號一樓,M01,其他橡膠製品製造程序,設置,117/03/09
F09B0171,新北市,丹露有限公司,新北市三峽區介壽里介壽路一段四二○巷一二號一樓,M01,其他食品製造程序,設置,117/11/29
F0800111,新北市,六志工業股份有限公司,新北市鶯歌區甲三街一七號,M01,陶土／黏土加工處理程序,操作,118/01/22
F0800111,新北市,六志工業股份有限公司,新北市鶯歌區甲三街一七號,M02,陶瓷製品乾式成型製造程序,操作,118/01/23
F0800193,新北市,三友陶磁股份有限公司大湖廠,新北市鶯歌區中湖里大湖路一三五、一三七號,M01,陶瓷製品濕式成型製造程序,操作,119/09/21
F0800264,新北市,五福窯業有限公司,新北市鶯歌區大湖里大湖路八五巷二號,M01,陶瓷製品濕式成型製造程序,操作,116/09/20
F0800317,新北市,中國砂輪企業股份有限公司鶯歌廠,新北市鶯歌區中山路六四號,M01,陶瓷製品乾式成型製造程序,操作,119/10/26
F0800344,新北市,大千瀝青拌合廠股份有限公司,新北市鶯歌區建德里中正一路阿四巷四之二號,M01,瀝青混凝土製造程序,操作,116/07/06
F0800353,新北市,大山瀝青拌合廠股份有限公司,新北市鶯歌區中正一路阿四巷五號,M01,瀝青混凝土製造程序,操作,119/11/10
F0800353,新北市,大山瀝青拌合廠股份有限公司,新北市鶯歌區中正一路阿四巷五號,M02,堆置場作業程序,操作,114/12/21
F0800399,新北市,協裕窯業股份有限公司,新北市鶯歌區二橋里中正三路二八二巷二○號,M01,陶土／黏土加工處理程序,操作,115/12/19
F0800399,新北市,協裕窯業股份有限公司,新北市鶯歌區二橋里中正三路二八二巷二○號,M02,陶瓷製品乾式成型製造程序,操作,116/03/06
F0800399,新北市,協裕窯業股份有限公司,新北市鶯歌區二橋里中正三路二八二巷二○號,M03,其他非金屬礦物製品製造程序,操作,118/03/20
F0800399,新北市,協裕窯業股份有限公司,新北市鶯歌區二橋里中正三路二八二巷二○號,M04,堆置場作業程序,操作,115/01/04
F0800433,新北市,福和窯業股份有限公司,新北市鶯歌區南靖里文化路三二四巷二三之一號,M01,陶土／黏土加工處理程序,操作,116/09/16
F0800442,新北市,國聯窯業股份有限公司,新北市鶯歌區永吉里鶯桃路二八五巷三五號,M01,陶土／黏土加工處理程序,操作,117/09/17
F0800442,新北市,國聯窯業股份有限公司,新北市鶯歌區永吉里鶯桃路二八五巷三五號,M02,陶瓷製品乾式成型製造程序,操作,118/03/05
F0800586,新北市,合豐瀝青股份有限公司,新北市鶯歌區建德里中正一路阿四巷四之四號,M02,堆置場作業程序,操作,115/08/10
F0800620,新北市,嘉寶自然工業股份有限公司鶯桃廠,新北市鶯歌區鳳鳴里福安街一號,M01,陶瓷製品乾式成型製造程序,操作,117/01/16
F0800620,新北市,嘉寶自然工業股份有限公司鶯桃廠,新北市鶯歌區鳳鳴里福安街一號,M02,有機溶劑作業程序,操作,115/05/13
F0800666,新北市,富昇塗料股份有限公司鶯歌廠,新北市鶯歌區永吉里德昌街一八七號,M01,塗料製造程序,操作,119/01/12
F0800719,新北市,大光高級耐火廠股份有限公司,新北市鶯歌區永吉里鶯桃路二九六巷五六號,M01,輕質耐火物製造程序,操作,119/03/30
F0800835,新北市,名坊紙業股份有限公司,新北市鶯歌區二橋里中正三路一五六巷六一號,M01,鍋爐蒸氣產生程序,操作,119/10/26
F0800988,新北市,潮輝陶磁股份有限公司,新北市鶯歌區二橋里中正三路二八五巷二號,M01,陶土／黏土加工處理程序,操作,116/09/30
F0800988,新北市,潮輝陶磁股份有限公司,新北市鶯歌區二橋里中正三路二八五巷二號,M02,堆置場作業程序,操作,116/11/26
F0801421,新北市,和成欣業股份有限公司二廠,新北市鶯歌區尖山里八德路一號,M01,銅鑄造製造程序,操作,115/11/16
F0801421,新北市,和成欣業股份有限公司二廠,新北市鶯歌區尖山里八德路一號,M03,金屬表面研磨程序,操作,119/12/11
F0801476,新北市,三洋窯業股份有限公司第二廠,新北市鶯歌區鳳祥里鶯桃路三六五巷三九號,M01,陶瓷製品乾式成型製造程序,操作,119/09/08
F0801485,新北市,金陶窯業股份有限公司,新北市鶯歌區中湖里大湖路一二三號,M03,陶瓷製品乾式成型製造程序,操作,115/02/03
F0801547,新北市,福誠股份有限公司,新北市鶯歌區南靖里文化路三二四巷二三號,M01,陶瓷製品乾式成型製造程序,操作,119/03/08
F0801583,新北市,高世紀工業股份有限公司,新北市鶯歌區八德路三之一號,M01,陶瓷製品乾式成型製造程序,操作,118/07/08
F0801627,新北市,源生陶瓷股份有限公司,新北市鶯歌區中湖里大湖路三二三號,M01,陶土／黏土加工處理程序,操作,115/12/30
F0801627,新北市,源生陶瓷股份有限公司,新北市鶯歌區中湖里大湖路三二三號,M02,陶瓷製品乾式成型製造程序,操作,117/08/04
F0801672,新北市,裕邦窯業股份有限公司,新北市鶯歌區尖山里八德路三之三號,M01,陶土／黏土加工處理程序,操作,116/12/24
F0801672,新北市,裕邦窯業股份有限公司,新北市鶯歌區尖山里八德路三之三號,M02,陶瓷製品乾式成型製造程序,操作,118/02/25
